4,4,"AA","2123","LGA","DCA","0700",-6.00,28.00,0.00,214.00,
4,1,"B6","344","PBI","EWR","0600",-10.00,13.00,0.00,1023.00,
4,7,"NK","405","MCO","DFW","1101",-6.00,13.00,0.00,985.00,
4,7,"WN","3219","RNO","LAS","1305",49.00,9.00,45.00,345.00,
4,1,"OO","3133","PHX","SGU","1000",-8.00,18.00,0.00,262.00,
4,5,"WN","4331","LAS","HOU","1410",11.00,13.00,0.00,1235.00,
4,7,"DL","1951","MSY","ATL","1525",0.00,11.00,0.00,425.00,
4,6,"DL","1635","RSW","LGA","1222",,,,1080.00,
4,7,"B6","475","PVD","MCO","0700",-2.00,13.00,0.00,1072.00,
4,1,"WN","139","DEN","PHX","1455",23.00,12.00,21.00,602.00,
4,2,"AS","727","MCO","PDX","1607",-6.00,22.00,0.00,2534.00,
4,1,"AS","878","OGG","SEA","2155",19.00,12.00,0.00,2640.00,
4,2,"OO","2909","SLC","ORD","1152",11.00,19.00,13.00,1250.00,
4,2,"EV","5220","MOB","ATL","1950",-18.00,9.00,0.00,302.00,
4,7,"DL","1910","MCO","MSP","1210",-5.00,12.00,0.00,1310.00,
4,6,"AA","1843","CLT","ALB","1640",21.00,16.00,15.00,646.00,
4,4,"WN","1844","DAL","AUS","1535",-5.00,8.00,0.00,189.00,
4,7,"AS","61","YAK","CDV","1144",-9.00,3.00,0.00,213.00,
4,4,"WN","1907","STL","ATL","1540",216.00,13.00,219.00,484.00,
4,2,"AS","424","SEA","LAX","1350",87.00,21.00,84.00,954.00,
4,3,"UA","1102","PHL","SFO","0620",-2.00,12.00,6.00,2521.00,
4,4,"OO","4488","LAX","LAS","1315",-2.00,26.00,0.00,236.00,
4,4,"WN","1","HOU","HRL","0900",0.00,19.00,7.00,277.00,
4,5,"OO","5808","SFO","PDX","1055",41.00,24.00,36.00,550.00,
4,3,"DL","1302","ATL","SDF","1003",,,,321.00,
4,4,"AA","1653","PIT","CLT","0830",-7.00,10.00,0.00,366.00,
4,7,"OO","7366","SLC","COD","2045",-5.00,16.00,0.00,298.00,
4,4,"WN","1928","JAX","HOU","1200",1.00,7.00,0.00,816.00,
4,4,"WN","1480","CHS","BWI","0705",-5.00,7.00,0.00,472.00,
4,5,"OO","5765","SLC","SFO","1720",-4.00,15.00,0.00,599.00,
4,5,"UA","1030","EWR","RDU","1959",13.00,49.00,38.00,416.00,
4,2,"UA","1680","PHX","IAH","1005",-8.00,18.00,0.00,1009.00,
4,3,"WN","4828","DEN","LAS","1605",-3.00,11.00,0.00,628.00,
4,5,"AA","2307","DFW","MIA","1025",107.00,15.00,100.00,1121.00,
4,4,"AA","428","CLT","DEN","0730",-10.00,17.00,0.00,1337.00,
4,6,"UA","557","IAH","EWR","1055",6.00,13.00,3.00,1400.00,
4,1,"DL","2122","SLC","ABQ","2200",9.00,15.00,0.00,493.00,
4,5,"OO","5249","DCA","ORD","1545",-5.00,11.00,0.00,612.00,
4,2,"VX","874","LAX","DAL","1200",-2.00,12.00,0.00,1246.00,
4,3,"OO","5544","ORD","LGA","1500",55.00,16.00,38.00,733.00,
4,4,"UA","762","IAD","IAH","0820",-3.00,13.00,0.00,1190.00,
4,7,"EV","4098","AEX","IAH","1725",,,,190.00,
4,5,"AS","288","SEA","SNA","0610",-5.00,14.00,0.00,978.00,
4,2,"WN","1204","PHL","MDW","0605",-1.00,10.00,0.00,668.00,
4,5,"OO","5031","SFO","SBP","1800",24.00,23.00,20.00,190.00,
4,6,"WN","483","LAX","SLC","1100",8.00,10.00,10.00,590.00,
4,3,"EV","3760","CID","ORD","0805",-8.00,11.00,0.00,196.00,
4,6,"AS","67","SEA","KTN","1530",-6.00,15.00,0.00,680.00,
4,2,"AS","406","PDX","SJC","0635",-10.00,12.00,0.00,569.00,
4,2,"WN","1624","OAK","SNA","0815",0.00,11.00,0.00,371.00,
4,1,"WN","371","OAK","SAN","0900",8.00,9.00,3.00,446.00,
4,6,"WN","5161","MCO","MDW","1645",5.00,19.00,11.00,990.00,
