2,4,"UA","1626","ORD","EWR","0600",-3.00,13.00,0.00,719.00,
2,6,"AA","186","ORD","LGA","1159",-7.00,11.00,0.00,733.00,
2,3,"EV","4380","MHT","EWR","0600",-9.00,59.00,29.00,209.00,
2,6,"UA","1774","EWR","FLL","1959",2.00,22.00,0.00,1065.00,
2,4,"WN","387","BWI","MHT","0845",23.00,16.00,26.00,377.00,
2,2,"OO","5750","IDA","DEN","1735",-8.00,9.00,0.00,458.00,
2,6,"B6","1236","SJU","STT","0730",-13.00,8.00,0.00,68.00,
2,3,"AA","139","MIA","LAX","1245",9.00,15.00,0.00,2342.00,
2,5,"AA","1181","DFW","DAY","2050",17.00,14.00,19.00,861.00,
2,2,"WN","6354","MCO","BDL","0745",-4.00,12.00,0.00,1050.00,
2,4,"AS","802","KOA","PDX","1140",0.00,17.00,0.00,2607.00,
2,6,"DL","2442","BOS","JFK","1930",-7.00,21.00,0.00,187.00,
2,3,"OO","4469","IAH","SLC","1858",-4.00,20.00,0.00,1195.00,
2,3,"OO","5316","MRY","SFO","0550",-4.00,6.00,0.00,77.00,
2,2,"DL","1883","MCO","ATL","1120",-6.00,10.00,0.00,404.00,
2,7,"WN","2349","IND","RSW","1440",0.00,8.00,0.00,945.00,
2,4,"UA","305","DEN","DFW","1740",-5.00,15.00,0.00,641.00,
2,1,"AA","2337","DFW","SAN","1855",102.00,19.00,101.00,1171.00,
2,5,"DL","2837","JFK","AUS","1825",75.00,19.00,31.00,1521.00,
2,1,"AA","572","CLE","CLT","1210",-10.00,11.00,0.00,430.00,
2,6,"DL","1627","MSP","ATL","1030",-8.00,11.00,0.00,907.00,
2,6,"AA","2278","DFW","OKC","0855",-3.00,14.00,0.00,175.00,
2,3,"WN","420","BOS","BWI","2045",-6.00,19.00,0.00,369.00,
2,3,"WN","632","DCA","FLL","0600",-7.00,19.00,0.00,899.00,
2,5,"EV","5142","SHV","ATL","1117",-8.00,15.00,0.00,551.00,
2,5,"B6","1196","FLL","PVD","1313",10.00,14.00,22.00,1188.00,
2,2,"AA","1920","CLT","BWI","2009",-4.00,17.00,0.00,361.00,
2,2,"F9","938","PBI","TTN","1030",-8.00,16.00,0.00,985.00,
2,4,"WN","851","MCO","ATL","1715",-2.00,21.00,4.00,404.00,
2,5,"AA","648","JAX","CLT","0840",-6.00,13.00,0.00,328.00,
2,5,"AA","2194","COS","DFW","1049",-1.00,23.00,0.00,592.00,
2,3,"WN","566","STL","BWI","2000",17.00,9.00,10.00,738.00,
2,7,"VX","771","LGA","DAL","1205",-8.00,144.00,110.00,1381.00,
2,4,"AA","1461","MCO","MIA","0720",2.00,17.00,31.00,192.00,
2,6,"WN","5850","OKC","HOU","1805",14.00,6.00,14.00,419.00,
